instructions.started,instructions.stopped,key_resp_start.keys,key_resp_start.rt,key_resp_start.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,trial.started,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_1.ran,amount1,amount2,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,bye.started,bye.stopped
,,,,,223948,001,2026-05-12_19h24.13.235,delay_discount,2026.1.3,MacIntel,58.82352941,210.654,216.737,right,5.853,,,,,,,"Receive £30,000 in 90 days time","Receive £20,000 now",0,9,9,8,1,,,,,,,
,,,,,223948,001,2026-05-12_19h24.13.235,delay_discount,2026.1.3,MacIntel,58.82352941,216.742,221.654,right,4.683,,,,,,,Receive £10 in 14 days time,Receive £7 now,,,,,,0,0,0,7,1,,
,,,,,223948,001,2026-05-12_19h24.13.235,delay_discount,2026.1.3,MacIntel,58.82352941,221.655,229.588,right,7.7,,,,,,,Receive £5 now,Receive £8 in 2 days time,,,,,,0,1,1,2,1,,
,,,,,223948,001,2026-05-12_19h24.13.235,delay_discount,2026.1.3,MacIntel,58.82352941,229.588,232.987,left,3.166,,,,,,,Receive £10 now,Receive £10 in 10 days time,,,,,,0,2,2,0,1,,
,,,,,223948,001,2026-05-12_19h24.13.235,delay_discount,2026.1.3,MacIntel,58.82352941,232.988,239.038,right,5.824,,,,,,,Receive £1 now,Receive £7 in 7 days time,,,,,,0,3,3,3,1,,
,,,,,223948,001,2026-05-12_19h24.13.235,delay_discount,2026.1.3,MacIntel,58.82352941,239.038,241.504,right,2.239,,,,,,,Receive £10 in 5 days time,Receive £9 now,,,,,,0,4,4,9,1,,
,,,,,223948,001,2026-05-12_19h24.13.235,delay_discount,2026.1.3,MacIntel,58.82352941,241.505,244.871,right,3.133,,,,,,,Receive £5 in 80 days time,Receive £4 now,,,,,,0,5,5,5,1,,
,,,,,223948,001,2026-05-12_19h24.13.235,delay_discount,2026.1.3,MacIntel,58.82352941,244.871,248.587,left,3.487,,,,,,,Receive £8 now,Receive £10 in 30 days time,,,,,,0,6,6,1,1,,
,,,,,223948,001,2026-05-12_19h24.13.235,delay_discount,2026.1.3,MacIntel,58.82352941,248.588,251.154,left,2.335,,,,,,,Receive £1 now,Receive £10 in 100 days time,,,,,,0,7,7,4,1,,
,,,,,223948,001,2026-05-12_19h24.13.235,delay_discount,2026.1.3,MacIntel,58.82352941,251.154,255.971,right,4.605,,,,,,,Receive £3 in 90 days time,Receive £5 now,,,,,,0,8,8,8,1,,
,,,,,223948,001,2026-05-12_19h24.13.235,delay_discount,2026.1.3,MacIntel,58.82352941,255.971,260.371,right,4.168,,,,,,,Receive £9 in 30 days time,Receive £2 now,,,,,,0,9,9,6,1,,
,,,,,223948,001,2026-05-12_19h24.13.235,delay_discount,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,260.375,263.371
