instructions.started,instructions.stopped,key_resp_start.keys,key_resp_start.rt,key_resp_start.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,trial.started,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_1.ran,amount1,amount2,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,bye.started,bye.stopped
0.0002,5.6625,space,5.65,,786166,001,2026-05-12_14h52.11.265,delay_discount,2026.1.3,Win32,123.4567901,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,786166,001,2026-05-12_14h52.11.265,delay_discount,2026.1.3,Win32,123.4567901,5.6836,9.5148,left,3.6099,,0,0,0,4,1,Receive £1 now,Receive £10 in 100 days time,,,,,,,,,,,,
,,,,,786166,001,2026-05-12_14h52.11.265,delay_discount,2026.1.3,Win32,123.4567901,9.5159,13.2772,right,3.5457,,0,1,1,5,1,Receive £5 in 80 days time,Receive £4 now,,,,,,,,,,,,
,,,,,786166,001,2026-05-12_14h52.11.265,delay_discount,2026.1.3,Win32,123.4567901,13.2784,15.3365,left,1.8402,,0,2,2,7,1,Receive £10 in 14 days time,Receive £7 now,,,,,,,,,,,,
,,,,,786166,001,2026-05-12_14h52.11.265,delay_discount,2026.1.3,Win32,123.4567901,15.3376,17.0609,right,1.509,,0,3,3,2,1,Receive £5 now,Receive £8 in 2 days time,,,,,,,,,,,,
,,,,,786166,001,2026-05-12_14h52.11.265,delay_discount,2026.1.3,Win32,123.4567901,17.062,19.5192,right,2.2402,,0,4,4,6,1,Receive £9 in 30 days time,Receive £2 now,,,,,,,,,,,,
,,,,,786166,001,2026-05-12_14h52.11.265,delay_discount,2026.1.3,Win32,123.4567901,19.5196,22.4276,left,2.6916,,0,5,5,0,1,Receive £10 now,Receive £10 in 10 days time,,,,,,,,,,,,
,,,,,786166,001,2026-05-12_14h52.11.265,delay_discount,2026.1.3,Win32,123.4567901,22.4286,26.8355,left,4.1934,,0,6,6,1,1,Receive £8 now,Receive £10 in 30 days time,,,,,,,,,,,,
,,,,,786166,001,2026-05-12_14h52.11.265,delay_discount,2026.1.3,Win32,123.4567901,26.8366,29.1858,right,2.1364,,0,7,7,9,1,Receive £10 in 5 days time,Receive £9 now,,,,,,,,,,,,
,,,,,786166,001,2026-05-12_14h52.11.265,delay_discount,2026.1.3,Win32,123.4567901,29.1868,31.7775,right,2.3741,,0,8,8,8,1,Receive £3 in 90 days time,Receive £5 now,,,,,,,,,,,,
,,,,,786166,001,2026-05-12_14h52.11.265,delay_discount,2026.1.3,Win32,123.4567901,31.7782,34.1517,right,2.1578,,0,9,9,3,1,Receive £1 now,Receive £7 in 7 days time,,,,,,,,,,,,
,,,,,786166,001,2026-05-12_14h52.11.265,delay_discount,2026.1.3,Win32,123.4567901,34.1626,36.8018,left,2.4253,,,,,,,"Receive £8,000 in 30 days time","Receive £3,000 now",0,0,0,6,1,,,,,,,
