instructions.started,instructions.stopped,key_resp_start.keys,key_resp_start.rt,key_resp_start.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,trial.started,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_1.ran,amount1,amount2,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,bye.started,bye.stopped
,,,,,2791473,001,2026-05-10_14h28.30.364,delay_discount,2026.1.3,Win32,59.17159763,52.0784,54.2135,left,1.917,,,,,,,"Receive £500,000 in 80 days time","Receive £4,000 now",0,3,3,5,1,,,,,,,
,,,,,2791473,001,2026-05-10_14h28.30.364,delay_discount,2026.1.3,Win32,59.17159763,54.2138,56.1436,right,1.6914,,,,,,,"Receive £80,000 now","Receive £200,000 in 30 days time",0,4,4,1,1,,,,,,,
,,,,,2791473,001,2026-05-10_14h28.30.364,delay_discount,2026.1.3,Win32,59.17159763,56.1443,59.5434,left,3.1574,,,,,,,"Receive £1,000 in 14 days time",Receive £700 now,0,5,5,7,1,,,,,,,
,,,,,2791473,001,2026-05-10_14h28.30.364,delay_discount,2026.1.3,Win32,59.17159763,59.5439,63.9433,left,4.179,,,,,,,"Receive £8,000 in 30 days time","Receive £3,000 now",0,6,6,6,1,,,,,,,
,,,,,2791473,001,2026-05-10_14h28.30.364,delay_discount,2026.1.3,Win32,59.17159763,63.9438,66.7431,left,2.5671,,,,,,,"Receive £5,000 now",Receive £800 in 2 days time,0,7,7,2,1,,,,,,,
,,,,,2791473,001,2026-05-10_14h28.30.364,delay_discount,2026.1.3,Win32,59.17159763,66.7435,70.2809,right,3.3178,,,,,,,"Receive £6,000 now","Receive £20,000 in 100 days time",0,8,8,4,1,,,,,,,
,,,,,2791473,001,2026-05-10_14h28.30.364,delay_discount,2026.1.3,Win32,59.17159763,70.2822,72.9629,left,2.4502,,,,,,,"Receive £100,000 in 5 days time","Receive £20,000 now",0,9,9,9,1,,,,,,,
,,,,,2791473,001,2026-05-10_14h28.30.364,delay_discount,2026.1.3,Win32,59.17159763,72.9685,76.6101,right,3.4044,,,,,,,Receive £10 in 5 days time,Receive £9 now,,,,,,0,0,0,9,1,,
,,,,,2791473,001,2026-05-10_14h28.30.364,delay_discount,2026.1.3,Win32,59.17159763,76.6111,82.4128,left,5.5828,,,,,,,Receive £9 in 30 days time,Receive £2 now,,,,,,0,1,1,6,1,,
,,,,,2791473,001,2026-05-10_14h28.30.364,delay_discount,2026.1.3,Win32,59.17159763,82.4137,85.3591,right,2.7081,,,,,,,Receive £1 now,Receive £7 in 7 days time,,,,,,0,2,2,3,1,,
,,,,,2791473,001,2026-05-10_14h28.30.364,delay_discount,2026.1.3,Win32,59.17159763,85.36,87.6792,right,2.0998,,,,,,,Receive £5 now,Receive £8 in 2 days time,,,,,,0,3,3,2,1,,
,,,,,2791473,001,2026-05-10_14h28.30.364,delay_discount,2026.1.3,Win32,59.17159763,87.6799,90.095,right,2.1835,,,,,,,Receive £10 in 14 days time,Receive £7 now,,,,,,0,4,4,7,1,,
,,,,,2791473,001,2026-05-10_14h28.30.364,delay_discount,2026.1.3,Win32,59.17159763,90.0953,93.1626,right,2.8341,,,,,,,Receive £5 in 80 days time,Receive £4 now,,,,,,0,5,5,5,1,,
,,,,,2791473,001,2026-05-10_14h28.30.364,delay_discount,2026.1.3,Win32,59.17159763,93.1635,96.4128,left,3.0168,,,,,,,Receive £8 now,Receive £10 in 30 days time,,,,,,0,6,6,1,1,,
,,,,,2791473,001,2026-05-10_14h28.30.364,delay_discount,2026.1.3,Win32,59.17159763,96.4136,98.5955,right,1.9499,,,,,,,Receive £3 in 90 days time,Receive £5 now,,,,,,0,7,7,8,1,,
,,,,,2791473,001,2026-05-10_14h28.30.364,delay_discount,2026.1.3,Win32,59.17159763,98.5961,101.4277,left,2.5996,,,,,,,Receive £1 now,Receive £10 in 100 days time,,,,,,0,8,8,4,1,,
,,,,,2791473,001,2026-05-10_14h28.30.364,delay_discount,2026.1.3,Win32,59.17159763,101.4281,105.5452,left,3.8833,,,,,,,Receive £10 now,Receive £10 in 10 days time,,,,,,0,9,9,0,1,,
,,,,,2791473,001,2026-05-10_14h28.30.364,delay_discount,2026.1.3,Win32,59.17159763,,,,,,,,,,,,,,,,,,,,,,,105.5461,108.5429
